TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ABCB4;14,69;5,24;7,55;0,74;0,08;64,72;51,16;28,90;4,26;4,26;;;2,18;1,07;-0,09;2,41;9,87;1,00;;0,10;0,90;0,03;1,17;-2,60;12.647.265,61;19,72;1,95;0,56;3.323.524.734,60
ABEV3;16,54;2,97;17,84;3,29;2,09;52,59;28,38;21,91;13,77;13,10;-0,61;-0,15;3,91;66,40;-2,83;1,14;18,47;11,71;19,69;0,63;0,36;0,53;4,56;-1,85;357.549.612,79;5,01;0,93;0,28;258.474.694.301,90
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;94.201,44;-1,21;-0,38;-0,58;25.439.770,20
AERI3;7,59;;51,09;5,78;2,37;10,44;8,04;4,18;26,55;29,39;2,91;0,63;2,14;6,07;-6,15;2,73;11,30;4,63;10,16;0,41;0,59;1,11;;;28.336.613,64;1,31;0,15;12,88;5.746.600.920,00
AESB3;13,63;1,69;234,68;3,03;0,53;32,59;24,35;4,13;39,83;74,27;34,74;2,64;9,70;14,33;-0,62;1,35;1,29;0,23;1,54;0,18;0,74;0,05;;;10.134.155,18;4,50;0,06;;5.395.920.150,40
AFLT3;8,75;7,01;27,95;3,21;2,92;70,12;56,15;53,65;26,70;26,12;-0,58;-0,07;15,00;16,13;-3,67;8,22;11,50;10,43;11,06;0,91;0,09;0,19;5,56;8,17;23.682,19;2,72;0,31;-1,65;551.991.125,00
AGRO3;25,37;2,80;21,73;1,50;0,91;46,45;39,31;7,58;4,19;4,63;0,46;0,16;1,65;5,65;-1,58;1,61;6,90;4,18;22,82;0,61;0,39;0,55;13,49;-7,94;15.317.060,24;16,91;1,17;-0,67;2.568.639.130,72
AGXY3;7,08;;-18,80;1,22;0,27;-2,68;-12,69;-4,10;-6,07;-10,08;-3,99;0,80;0,77;10,40;-1,05;1,04;-6,51;-1,43;-10,47;0,22;0,78;0,35;;;10.639.797,39;5,79;-0,38;;1.195.774.923,00
AHEB3;25,25;;-4,13;-5,05;0,77;21,97;-15,75;-26,33;-6,90;-6,91;0,11;;1,09;-3,00;-0,97;0,44;-122,15;-18,70;73,09;-0,15;1,15;0,71;1,88;;24.509,00;-5,00;-6,11;-0,10;219.303.769,75
AHEB5;19,99;;-3,27;-3,99;0,61;21,97;-15,75;-26,33;-5,47;-6,91;0,11;;0,86;-2,38;-0,77;0,44;-122,15;-18,70;73,09;-0,15;1,15;0,71;1,88;;4.002,33;-5,00;-6,11;-0,08;219.303.769,75
AHEB6;51,50;;-8,43;-10,29;1,58;21,97;-15,75;-26,33;-14,08;-6,91;0,11;;2,22;-6,13;-1,98;0,44;-122,15;-18,70;73,09;-0,15;1,15;0,71;1,88;;6.742,00;-5,00;-6,11;-0,20;219.303.769,75
ALLD3;27,12;;7,14;1,69;0,63;15,90;8,87;6,10;4,91;5,38;0,46;0,16;0,44;2,66;-2,20;1,50;23,64;8,84;21,45;0,37;0,63;1,45;;;18.486.588,30;16,07;3,80;0,02;2.495.331.933,15
ALPA3;47,13;;92,84;8,75;5,47;54,19;14,16;7,59;49,75;53,78;-1,12;-0,20;7,05;19,86;-11,71;2,07;9,42;5,89;14,52;0,63;0,36;0,78;-3,59;-13,58;190.951,94;5,39;0,51;7,55;30.129.598.930,38
ALPA4;57,26;;112,79;10,63;6,65;54,19;14,16;7,59;60,44;53,78;-1,12;-0,20;8,56;24,13;-14,22;2,07;9,42;5,89;14,52;0,63;0,36;0,78;-3,59;-13,58;121.041.785,30;5,39;0,51;9,17;30.129.598.930,38
ALPK3;6,40;;-5,79;2,24;0,47;23,76;-4,53;-32,42;-41,40;-89,15;-47,75;2,59;1,88;-2,11;-0,51;0,29;-38,75;-8,05;-1,58;0,21;0,79;0,25;;;346.018,45;2,85;-1,11;-0,05;1.221.829.597,80
ALSO3;24,87;0,91;51,63;1,00;0,61;65,01;33,73;15,82;24,21;27,60;3,43;0,14;8,17;7,33;-0,71;2,54;1,93;1,18;2,47;0,61;0,29;0,07;19,22;-0,15;31.718.730,21;24,95;0,48;1,68;6.577.876.255,50
ALUP11;24,49;3,43;5,33;1,13;0,30;67,80;66,47;19,70;1,58;3,26;1,68;1,20;1,05;4,25;-0,36;1,76;21,13;5,59;18,28;0,26;0,59;0,28;32,68;29,19;22.273.876,67;21,75;4,60;0,05;7.196.990.922,21
ALUP3;8,12;3,45;5,30;1,12;0,30;67,80;66,47;19,70;1,57;3,26;1,68;1,20;1,04;4,22;-0,35;1,76;21,13;5,59;18,28;0,26;0,59;0,28;32,68;29,19;148.412,42;7,25;1,53;0,05;7.196.990.922,21
ALUP4;8,22;3,41;5,37;1,13;0,30;67,80;66,47;19,70;1,59;3,26;1,68;1,20;1,06;4,28;-0,36;1,76;21,13;5,59;18,28;0,26;0,59;0,28;32,68;29,19;226.061,06;7,25;1,53;0,05;7.196.990.922,21
AMAR3;6,83;;15,93;2,03;0,55;42,23;-5,35;4,85;-14,45;-24,05;-9,70;1,36;0,77;7,37;-1,12;1,17;12,76;3,45;-5,39;0,27;0,73;0,71;-7,53;;50.723.423,55;3,36;0,43;-0,11;1.737.467.146,96
AMBP3;52,11;0,18;61,67;5,19;1,60;22,14;18,23;9,35;31,63;36,64;5,17;0,85;5,77;6,77;-2,65;2,46;8,42;2,59;4,50;0,31;0,67;0,28;;;62.678.746,64;10,04;0,85;0,35;5.888.461.558,32
AMER3;39,11;;-164,56;2,25;0,82;28,79;1,40;-1,61;189,77;198,24;9,10;0,11;2,65;2,69;-2,06;2,04;-1,36;-0,50;0,61;0,37;0,63;0,31;2,35;;236.207.350,70;17,42;-0,24;19,88;35.327.854.838,88
ANIM3;9,40;;159,54;1,48;0,37;54,36;12,33;1,38;17,81;37,83;20,10;1,67;2,20;-53,35;-0,44;0,95;0,93;0,23;2,56;0,25;0,75;0,17;11,24;;29.143.787,52;6,35;0,06;-1,01;3.824.637.583,35
APER3;45,20;;283,24;1,78;1,11;100,00;-0,74;1,53;-589,66;-589,66;;;4,34;6,77;-1,62;2,12;0,63;0,39;;0,63;0,37;0,26;-11,42;;5.404.621,12;25,43;0,16;-1,86;524.642.123,80
APTI3;197,64;239,54;0,05;0,01;0,01;79,07;324,02;292,25;0,05;0,59;0,02;0,01;0,15;0,05;-0,01;2,29;27,09;14,75;22,80;0,54;0,45;0,05;-22,74;84,17;;13.930,63;3.773,54;0,00;44.442.750,00
APTI4;3.500,00;14,88;0,93;0,25;0,14;79,07;324,02;292,25;0,84;0,59;0,02;0,01;2,71;0,83;-0,19;2,29;27,09;14,75;22,80;0,54;0,45;0,05;-22,74;84,17;;13.930,63;3.773,54;0,00;44.442.750,00
ARML3;20,31;;285,60;53,74;8,40;46,24;37,45;15,11;115,22;122,11;7,95;3,71;43,16;81,86;-11,57;1,60;18,82;2,94;6,24;0,16;0,84;0,19;;;50.203.762,94;0,38;0,07;;7.001.630.300,25
ARZZ3;87,03;0,98;36,48;6,05;3,14;49,30;20,33;14,71;26,39;26,77;0,38;0,09;5,37;18,20;-6,12;1,55;16,60;8,62;14,63;0,52;0,48;0,59;7,26;-16,50;55.920.237,76;14,36;2,38;0,08;8.601.179.970,62
ASAI3;16,69;0,38;13,41;11,67;1,09;15,49;6,66;4,87;9,81;11,94;2,20;2,62;0,65;16,38;-2,01;1,17;87,01;8,14;14,94;0,09;0,91;1,67;;;138.907.253,03;1,42;1,24;0,18;22.244.168.353,40
ATMP3;5,89;;-1,04;0,73;0,09;7,65;-8,76;-14,53;-1,72;-4,70;-2,98;1,26;0,15;-0,37;-0,11;0,46;-70,20;-8,60;-23,80;0,12;0,88;0,59;-16,98;;411.463,00;7,96;-5,58;0,02;155.632.741,28
ATOM3;5,16;5,77;9,21;6,12;3,96;100,00;31,96;33,45;9,64;8,43;-1,19;-0,76;3,08;4,18;-186,73;30,27;66,40;42,95;60,42;0,65;0,35;1,28;;;356.476,58;0,85;0,56;0,18;107.838.809,04
AURA33;57,00;8,04;7,49;2,80;1.512,77;45,23;31,96;27,16;6,36;6,29;-0,06;-0,02;2,03;11,46;-2,42;1,54;37,37;20.205,80;29,84;540,74;459,26;743,89;;;9.903.159,79;20,43;7,63;0,00;3.989.874.744,00
AVLL3;27,48;;-1,53;2,50;0,28;4,41;-64,55;-114,74;-2,71;-5,76;-3,05;2,81;1,75;4,98;-0,47;1,17;-163,84;-18,63;-19,42;0,11;0,89;0,16;;;157.830,64;11,00;-18,02;-5,58;616.434.335,00
AZEV3;6,60;;2,24;-4,78;8,04;7,94;1.110,11;1.088,63;2,20;1,88;-0,01;;24,42;221,97;-21,44;1,06;-213,22;358,22;-217,35;-1,68;2,68;0,33;-38,42;;1.495.888,67;-1,38;2,94;-0,01;301.834.500,00
AZEV4;5,12;;1,76;-3,75;6,31;7,94;1.110,11;1.088,63;1,73;1,88;-0,01;;19,17;174,21;-16,83;1,06;-213,22;358,22;-217,35;-1,68;2,68;0,33;-38,42;;8.263.568,52;-1,38;2,94;-0,01;301.834.500,00
AZUL4;34,45;;-13,69;-2,75;2,49;6,85;-19,48;-52,21;-36,69;-14,72;-4,70;;7,15;-12,02;-4,08;0,65;-20,13;-18,22;20,51;-0,91;1,91;0,35;-1,70;;154.287.426,79;-12,47;-2,51;0,19;11.872.509.235,10
B3SA3;13,83;7,46;18,08;3,73;1,71;90,85;63,19;45,35;12,97;11,71;-1,27;-0,36;8,20;11,49;-2,85;1,59;20,64;9,46;13,91;0,46;0,54;0,21;33,29;13,50;534.989.322,21;3,70;0,76;0,46;85.947.780.000,00
BAHI3;74,15;;-4,38;1,26;0,35;39,46;-4,96;-18,95;-16,74;-18,24;-1,50;0,11;0,83;-1,32;-0,40;0,32;-28,85;-8,00;-10,93;0,28;0,71;0,42;;;93.787,12;58,63;-16,91;-0,04;192.615.006,00
BALM3;20,40;1,67;28,74;1,70;0,96;53,56;8,25;4,75;16,55;13,95;-1,57;-0,16;1,37;2,30;-2,99;2,57;5,93;3,33;5,02;0,56;0,40;0,70;7,78;1,84;10.499,57;11,98;0,71;-0,51;187.523.000,00
BALM4;17,87;2,29;25,17;1,49;0,84;53,56;8,25;4,75;14,50;13,95;-1,57;-0,16;1,20;2,02;-2,62;2,57;5,93;3,33;5,02;0,56;0,40;0,70;7,78;1,84;68.499,63;11,98;0,71;-0,44;187.523.000,00
BAUH4;88,99;;20,87;4,78;3,15;20,83;11,24;11,86;22,01;21,30;-0,71;-0,15;2,47;215,05;-4,73;1,05;22,92;15,10;15,49;0,66;0,34;1,27;10,90;33,53;49.623,50;18,61;4,26;0,29;464.725.535,78
BAZA3;39,50;6,58;2,55;0,43;0,05;44,32;89,66;49,27;1,40;1,40;;;1,26;1,69;-0,05;;16,87;2,00;;0,12;0,88;0,04;-8,12;1,30;55.295,69;91,85;15,49;0,06;1.171.015.696,50
BBAS3;29,79;6,80;5,36;0,63;0,04;41,25;17,85;17,29;5,19;5,19;;;0,93;1,50;-0,05;14,02;11,73;0,83;;0,07;0,93;0,05;-11,56;-3,39;358.641.049,55;47,27;5,55;-0,75;85.704.623.068,20
BBDC3;19,70;5,58;8,76;1,30;0,14;56,65;31,41;24,55;6,84;7,42;;;2,15;2,38;-0,15;4,97;14,87;1,56;;0,10;0,90;0,06;-3,00;-2,54;129.777.932,12;15,07;2,24;0,25;208.340.415.013,16
BBDC4;22,94;5,25;10,23;1,52;0,16;56,65;31,41;24,55;8,00;7,42;;;2,51;2,78;-0,17;4,97;14,87;1,56;;0,10;0,90;0,06;-3,00;-2,54;949.759.258,18;15,07;2,24;0,30;208.340.415.013,16
BBML3;3.936,42;0,01;5.228,31;1.053,45;163,86;11,27;3,35;2,57;4.009,99;4.017,65;7,66;2,01;134,21;5.873,48;-295,47;1,07;20,15;3,13;3,59;0,16;0,84;1,22;45,38;25,57;;3,74;0,75;50,35;160.451.699.191,56
BBRK3;1,94;;-1,23;3,15;0,81;62,62;-91,37;-100,24;-1,35;-1,15;0,20;-0,46;1,23;-4,50;-1,08;0,58;-255,74;-65,74;-232,34;0,26;0,74;0,66;-9,38;;7.123.345,15;0,62;-1,57;0,07;153.922.375,04
BBSE3;19,83;5,03;10,60;5,75;3,48;;;;8,33;8,32;;;;34,45;-5,21;1,44;54,26;32,87;;0,61;0,39;0,00;;-1,76;152.769.476,61;3,45;1,87;-0,25;39.700.000.000,00
BDLL3;10,30;;-0,37;-0,09;0,02;-68,86;-227,65;-219,55;-0,35;-5,62;-5,25;;0,81;-0,06;-0,04;0,50;-25,13;-6,77;-86,99;-0,27;1,27;0,03;-46,07;;49.605,03;-111,77;-28,09;0,00;17.373.527,20
BDLL4;11,20;;-0,40;-0,10;0,03;-68,86;-227,65;-219,55;-0,38;-5,62;-5,25;;0,88;-0,07;-0,04;0,50;-25,13;-6,77;-86,99;-0,27;1,27;0,03;-46,07;;55.166,48;-111,77;-28,09;0,01;17.373.527,20
BEEF3;8,07;12,77;8,08;10,49;0,25;17,67;8,07;2,39;2,40;5,26;2,87;12,55;0,19;0,97;-0,80;1,61;129,74;3,11;14,99;0,02;0,98;1,30;15,30;;66.731.159,82;0,77;1,00;-0,41;4.424.623.179,55
BEES3;4,83;5,33;6,90;0,85;0,05;51,53;23,48;14,66;4,31;4,58;;;1,01;0,52;-0,05;;12,40;0,68;;0,06;0,94;0,05;-7,16;7,23;180.677,52;5,65;0,70;-1,65;1.614.722.919,40
BEES4;5,97;4,31;8,52;1,06;0,06;51,53;23,48;14,66;5,32;4,58;;;1,25;0,65;-0,06;;12,40;0,68;;0,06;0,94;0,05;-7,16;7,23;39.866,82;5,65;0,70;-2,04;1.614.722.919,40
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-6,61;-0,14;;0,00;0,00;8,20;5,26;5,08;-0,51;0,96;0,04;0,00;;-3,40;;263.177,13;13.854,95;0,00;
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-6,61;-0,14;;0,00;0,00;8,20;5,26;5,08;-0,51;0,96;0,04;0,00;;-3,40;;263.177,13;13.854,95;0,00;
BGIP3;34,96;3,24;6,71;1,00;0,07;75,35;18,05;12,49;4,64;3,96;;;0,84;-0,45;-0,15;0,76;14,87;1,10;;0,07;0,93;0,09;0,74;14,88;17.807,56;35,01;5,21;0,39;445.025.395,35
BGIP4;24,69;5,04;4,74;0,71;0,05;75,35;18,05;12,49;3,28;3,96;;;0,59;-0,32;-0,10;0,76;14,87;1,10;;0,07;0,93;0,09;0,74;14,88;25.797,48;35,01;5,21;0,27;445.025.395,35
BIDI11;61,47;0,08;1.964,44;6,12;1,76;57,79;-7,78;2,08;-526,14;-525,97;;;40,95;35,92;-3,61;1,11;0,31;0,09;;0,29;0,71;0,04;14,14;;258.165.140,39;10,05;0,03;184,35;53.024.686.245,56
BIDI3;21,00;0,08;2.013,34;6,27;1,80;57,79;-7,78;2,08;-539,24;-525,97;;;41,97;36,82;-3,70;1,11;0,31;0,09;;0,29;0,71;0,04;14,14;;10.228.253,94;3,35;0,01;188,94;53.024.686.245,56
BIDI4;20,28;0,08;1.944,31;6,05;1,74;57,79;-7,78;2,08;-520,75;-525,97;;;40,53;35,56;-3,58;1,11;0,31;0,09;;0,29;0,71;0,04;14,14;;114.090.433,12;3,35;0,01;182,46;53.024.686.245,56
BIOM3;12,35;;-11,96;5,28;2,13;25,11;-67,85;-81,30;-14,33;-16,04;-1,71;0,63;9,72;8,46;-3,48;2,84;-44,13;-17,81;-17,44;0,40;0,60;0,22;;;153.146,33;2,34;-1,03;-0,78;836.963.402,60
BKBR3;8,44;;-5,02;1,47;0,64;59,85;-14,55;-19,07;-6,58;-7,48;-0,90;0,20;0,96;12,94;-0,81;1,30;-29,24;-12,69;-16,88;0,43;0,57;0,67;18,70;;19.280.689,21;5,75;-1,68;-0,04;2.346.028.408,44
BLAU3;46,97;0,04;25,17;5,42;3,64;50,55;36,11;25,03;17,44;16,41;-1,05;-0,33;6,30;6,20;-15,39;4,34;21,54;14,47;16,38;0,67;0,33;0,58;;;18.154.243,48;8,67;1,87;0,45;8.340.024.224,11
BMEB3;22,95;5,15;6,76;1,13;0,10;79,01;11,29;7,93;4,75;4,49;;;0,54;0,65;-0,20;1,51;16,67;1,54;;0,09;0,91;0,19;-9,42;12,08;61.736,04;20,37;3,40;0,21;1.150.371.897,80
BMEB4;20,25;6,42;5,96;0,99;0,09;79,01;11,29;7,93;4,19;4,49;;;0,47;0,58;-0,17;1,51;16,67;1,54;;0,09;0,91;0,19;-9,42;12,08;84.256,12;20,37;3,40;0,18;1.150.371.897,80
BMGB4;3,91;4,57;7,26;0,56;0,07;70,49;6,55;7,44;8,24;8,24;;;0,54;;-0,07;;7,75;1,01;;0,13;0,87;0,14;11,98;8,39;6.196.199,97;6,95;0,54;-0,44;2.262.941.754,68
BMIN3;22,25;;28,52;0,85;0,47;83,45;55,41;33,78;17,38;17,12;;;9,63;-8,12;-0,64;0,82;2,99;1,66;;0,56;0,44;0,05;-1,79;-9,57;12.277,88;26,10;0,78;0,35;105.762.878,25
BMIN4;20,00;9,75;25,63;0,77;0,43;83,45;55,41;33,78;15,63;17,12;;;8,66;-7,30;-0,58;0,82;2,99;1,66;;0,56;0,44;0,05;-1,79;-9,57;13.399,35;26,10;0,78;0,31;105.762.878,25
BMKS3;230,00;3,45;35,92;0,55;0,49;34,40;3,85;12,43;115,83;-36,12;-151,95;-0,72;4,46;0,66;-1,99;34,00;1,53;1,35;-0,11;0,88;0,12;0,11;1,12;-20,41;143.222,17;418,98;6,40;-1,45;104.592.500,00
BMOB3;19,32;;29,09;1,73;1,65;54,75;35,92;26,01;21,07;12,57;-8,52;-0,70;7,57;2,26;-7,28;17,01;5,95;5,67;5,17;0,95;0,05;0,22;;;20.427.820,85;11,16;0,66;;1.759.090.930,20
BNBR3;67,58;4,15;4,18;0,84;0,09;74,92;61,22;35,59;2,43;2,43;;;1,49;1,25;-0,10;;20,13;2,22;;0,11;0,89;0,06;-9,48;27,23;27.159,86;80,35;16,18;0,76;5.836.983.537,12
BOAS3;12,21;0,17;99,95;3,42;2,61;47,42;13,88;9,59;69,03;56,04;-12,93;-0,64;9,58;4,96;-6,54;8,24;3,42;2,61;3,38;0,76;0,24;0,27;;;6.886.462,06;3,57;0,12;-45,79;6.448.381.492,00
BOBR3;0,00;;0,00;0,00;0,00;32,02;14,71;12,46;0,00;3,28;1,79;;0,00;0,00;0,00;0,57;-121,55;16,48;59,79;-0,14;1,14;1,32;1,10;;;-0,44;0,54;0,00;245.788.924,00
BOBR4;2,02;;3,77;-4,58;0,62;32,02;14,71;12,46;3,19;3,28;1,79;;0,47;-2,22;-0,98;0,57;-121,55;16,48;59,79;-0,14;1,14;1,32;1,10;;279.379,15;-0,44;0,54;0,00;245.788.924,00
BPAC11;27,49;1,18;21,63;3,00;0,35;18,80;35,60;37,23;22,62;22,56;;;8,05;6,63;-1,34;1,08;13,87;1,61;;0,12;0,88;0,04;2,49;41,61;344.947.075,27;9,16;1,27;0,18;105.550.007.443,39
BPAC3;16,98;0,64;40,09;5,56;0,65;18,80;35,60;37,23;41,92;22,56;;;14,92;12,29;-2,48;1,08;13,87;1,61;;0,12;0,88;0,04;2,49;41,61;813.298,30;3,05;0,42;0,34;105.550.007.443,39
BPAC5;6,26;1,73;14,78;2,05;0,24;18,80;35,60;37,23;15,46;22,56;;;5,50;4,53;-0,91;1,08;13,87;1,61;;0,12;0,88;0,04;2,49;41,61;386.020,88;3,05;0,42;0,12;105.550.007.443,39
BPAN4;18,60;1,14;30,54;4,03;0,52;68,53;11,11;7,84;21,55;21,54;;;2,39;-43,66;-0,90;0,97;13,20;1,70;;0,13;0,87;0,22;4,82;34,24;108.637.528,64;4,61;0,61;19,30;22.558.650.585,12
BPAR3;182,07;4,89;10,28;1,10;138,79;78,05;26,89;13,81;5,28;5,28;;;1,42;0,75;-0,17;;10,69;1.349,52;;126,29;873,71;97,71;3,12;3,40;;165,67;17,70;-0,23;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-24,79;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;58,64;11,20;4,03;1,52;1,51;;;;4,03;4,27;-0,15;-0,06;;27,90;-1,61;16,30;37,74;37,58;37,65;1,00;0,00;0,00;;;3.067.313,94;38,56;14,55;0,00;22.461.879.303,09
BRAP4;67,50;10,71;4,64;1,75;1,74;;;;4,63;4,27;-0,15;-0,06;;32,11;-1,85;16,30;37,74;37,58;37,65;1,00;0,00;0,00;;;151.281.449,88;38,56;14,55;0,00;22.461.879.303,09
BRBI11;24,65;;147,06;10,59;5,43;4,18;15,89;5,96;55,16;44,77;-9,83;-1,89;8,76;5,54;13,79;;7,20;3,69;15,25;0,51;0,07;0,62;;;16.340.096,15;2,33;0,17;;7.735.757.568,00
BRDT3;26,14;7,63;6,97;2,58;1,06;6,03;5,33;4,33;5,67;6,93;1,27;0,58;0,30;3,42;-2,15;2,60;37,00;15,25;20,40;0,41;0,59;3,52;-3,48;;409.343.834,36;10,11;3,74;0,05;30.406.500.000,00
BRFS3;23,24;;20,84;2,26;0,38;22,13;6,67;2,08;6,48;11,74;5,25;1,83;0,43;3,65;-0,70;1,30;10,87;1,83;8,45;0,17;0,83;0,88;4,16;-14,99;112.738.113,06;10,26;1,12;-0,78;18.881.878.237,04
BRGE11;8,79;4,18;25,16;0,52;0,21;-1.812,31;2.793,51;463,68;4,18;-5,27;-10,02;-1,26;116,68;0,51;-0,53;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;3.106,25;16,77;0,35;-0,48;735.958.750,76
BRGE12;6,54;0,01;18,72;0,39;0,16;-1.812,31;2.793,51;463,68;3,11;-5,27;-10,02;-1,26;86,81;0,38;-0,39;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;1.200,27;16,77;0,35;-0,36;735.958.750,76
BRGE3;9,65;0,00;27,63;0,58;0,23;-1.812,31;2.793,51;463,68;4,59;-5,27;-10,02;-1,26;128,10;0,56;-0,58;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;8.100,25;16,77;0,35;-0,53;735.958.750,76
BRGE5;10,41;2,94;29,80;0,62;0,25;-1.812,31;2.793,51;463,68;4,95;-5,27;-10,02;-1,26;138,19;0,60;-0,62;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;2.169,50;16,77;0,35;-0,57;735.958.750,76
BRGE6;12,99;5,66;37,19;0,77;0,31;-1.812,31;2.793,51;463,68;6,17;-5,27;-10,02;-1,26;172,43;0,75;-0,78;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;1.801,20;16,77;0,35;-0,71;735.958.750,76
BRGE7;5,40;7,94;15,46;0,32;0,13;-1.812,31;2.793,51;463,68;2,57;-5,27;-10,02;-1,26;71,68;0,31;-0,32;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;;16,77;0,35;-0,30;735.958.750,76
BRGE8;9,85;3,11;28,20;0,59;0,24;-1.812,31;2.793,51;463,68;4,68;-5,27;-10,02;-1,26;130,75;0,57;-0,59;3,25;2,08;0,84;8,38;0,40;0,41;0,00;-1,53;-7,25;985,00;16,77;0,35;-0,54;735.958.750,76
BRIT3;12,50;;210,83;40,47;3,66;44,11;13,49;9,72;151,87;175,93;21,13;5,63;20,49;-162,47;-5,24;0,93;19,19;1,73;2,63;0,09;0,91;0,18;;;20.653.742,13;0,31;0,06;;5.793.324.416,40
BRIV3;9,00;0,21;9,48;0,51;0,04;32,49;24,31;16,77;6,54;6,54;;;1,59;0,16;-0,05;84,58;5,40;0,41;;0,08;0,92;0,02;-14,49;-2,44;6.475,17;17,57;0,95;0,57;797.054.071,45
BRIV4;9,00;6,67;9,48;0,51;0,04;32,49;24,31;16,77;6,54;6,54;;;1,59;0,16;-0,05;84,58;5,40;0,41;;0,08;0,92;0,02;-14,49;-2,44;22.454,47;17,57;0,95;0,57;797.054.071,45
BRKM3;54,20;;4,62;4,99;0,49;30,48;19,50;11,15;2,64;3,92;1,26;2,37;0,52;5,40;-0,88;1,26;107,98;10,63;31,39;0,10;0,92;0,95;4,54;;660.903,15;10,86;11,73;-0,02;43.299.765.267,26
BRKM5;55,60;;4,71;5,09;0,50;30,48;19,50;11,15;2,69;3,92;1,26;2,37;0,53;5,51;-0,90;1,26;107,98;10,63;31,39;0,10;0,92;0,95;4,54;;137.901.006,61;10,86;11,73;-0,02;43.299.765.267,26
BRKM6;37,51;;3,20;3,45;0,34;30,48;19,50;11,15;1,83;3,92;1,26;2,37;0,36;3,74;-0,61;1,26;107,98;10,63;31,39;0,10;0,92;0,95;4,54;;13.376,50;10,86;11,73;-0,02;43.299.765.267,26
BRML3;9,26;;53,50;0,75;0,42;89,93;42,02;16,14;20,55;26,63;6,17;0,23;8,64;5,99;-0,47;2,53;1,41;0,78;2,45;0,55;0,43;0,05;-7,67;;128.583.906,09;12,25;0,17;-6,24;8.032.900.263,60
BRPR3;8,00;2,46;18,43;0,54;0,35;100,00;123,18;65,97;9,87;14,68;4,82;0,26;12,16;13,06;-0,38;1,56;2,94;1,90;2,86;0,65;0,35;0,03;-15,19;;16.590.373,82;14,75;0,43;-0,35;3.897.676.544,19
BRQB3;0,00;;0,00;0,00;0,00;34,35;15,10;9,13;0,00;-0,58;-0,58;-0,45;0,00;0,00;0,00;2,08;46,25;18,52;32,45;0,40;0,59;2,03;3,80;47,08;;0,83;0,38;0,00;0,00
BRSR3;12,99;5,82;5,94;0,61;0,05;85,68;17,04;13,76;4,79;4,63;;;0,82;1,09;-0,06;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;-6,77;97.407,21;21,16;2,19;-0,60;5.118.875.854,08
BRSR5;16,98;5,81;7,76;0,80;0,07;85,68;17,04;13,76;6,27;4,63;;;1,07;1,42;-0,08;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;-6,77;13.810,12;21,16;2,19;-0,79;5.118.875.854,08
BRSR6;12,09;6,25;5,53;0,57;0,05;85,68;17,04;13,76;4,46;4,63;;;0,76;1,01;-0,06;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;-6,77;19.253.840,85;21,16;2,19;-0,56;5.118.875.854,08
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;1.097.133,50;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;31,00;6,14;22,91;5,24;0,42;74,02;26,69;18,80;16,14;15,26;;;4,31;-1,49;-0,45;0,23;22,86;1,82;;0,08;0,92;0,10;-2,43;29,66;42.891,04;5,92;1,35;2,98;10.641.810.500,00
